,0
0,2
1,1
2,4
3,1
4,1
5,1
6,1
7,4
8,5
9,5
10,4
11,0
12,0
13,0
14,0
15,5
16,5
17,0
18,5
19,0
20,5
21,0
22,5
23,5
24,0
25,0
26,5
27,5
28,3
29,5
30,4
31,0
32,5
33,3
34,0
35,0
36,5
37,5
38,4
39,4
40,5
41,2
42,5
43,4
44,4
45,1
46,5
47,1
48,5
49,0
50,1
51,0
52,4
53,5
54,5
55,5
56,1
57,5
58,5
59,5
60,5
61,5
62,5
63,5
64,0
65,2
66,5
67,1
68,1
69,5
70,5
71,5
72,5
73,5
74,1
75,5
76,1
77,5
78,4
79,1
80,5
81,5
82,0
83,5
84,5
85,1
86,5
87,1
88,5
89,5
90,3
91,1
92,4
93,4
94,3
95,1
96,4
97,1
98,4
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,4
112,4
113,1
114,4
115,2
116,2
117,2
118,5
119,2
120,2
121,2
122,2
123,0
124,2
125,2
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,2
134,2
135,5
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,5
155,2
156,2
157,2
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,5
166,2
167,2
168,2
169,0
170,4
171,1
172,5
173,5
174,0
175,0
176,0
177,4
178,0
179,4
180,4
181,0
182,1
183,5
184,4
185,1
186,5
187,5
188,5
189,0
190,4
191,5
192,4
193,0
194,4
195,1
196,0
197,2
198,5
199,5
200,0
201,5
202,5
203,5
204,0
205,4
206,1
207,2
208,5
209,5
210,0
211,5
212,4
213,5
214,0
215,5
216,5
217,0
218,5
219,5
220,5
221,5
222,5
223,0
224,5
225,5
226,5
227,0
228,5
229,2
230,5
231,5
232,5
233,5
234,5
235,5
236,1
237,5
238,1
239,5
240,5
241,5
242,5
243,5
244,5
245,5
246,5
247,5
248,5
249,0
250,5
251,5
252,5
253,5
254,5
255,1
256,5
257,5
258,1
259,5
260,5
261,5
262,5
263,1
264,1
265,5
266,5
267,1
268,1
269,3
270,1
271,1
272,1
273,1
274,4
275,4
276,4
277,4
278,4
279,4
280,1
281,4
282,4
283,1
284,1
285,4
286,4
287,1
288,1
289,1
290,4
291,4
292,4
293,4
294,4
295,1
296,4
297,1
298,1
299,4
300,4
301,4
302,4
303,4
304,1
305,4
306,4
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,4
315,1
316,1
317,1
318,1
319,1
320,1
321,3
322,1
323,1
324,1
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,3
350,1
351,1
352,3
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,2
363,2
364,2
365,2
366,2
367,2
368,2
369,2
370,2
371,2
372,5
373,5
374,1
375,5
376,5
377,5
378,1
379,5
380,1
381,5
382,1
383,1
384,3
385,5
386,1
387,3
388,1
389,1
390,3
391,1
392,1
393,0
394,4
395,3
396,5
397,5
398,5
399,5
400,0
401,0
402,0
403,5
404,5
405,0
406,5
407,3
408,1
409,5
410,1
411,5
412,1
413,5
414,0
415,5
416,0
417,1
418,5
419,0
420,5
421,1
422,4
423,0
424,5
425,0
426,1
427,0
428,0
429,0
430,3
431,0
432,5
433,0
434,0
435,0
436,5
437,0
438,0
439,3
440,0
441,0
442,0
443,0
444,0
445,1
446,1
447,1
448,1
449,1
450,1
451,4
452,1
453,1
454,1
455,1
456,1
457,4
458,1
459,1
460,1
461,1
462,1
463,4
464,4
465,1
466,3
467,1
468,1
469,1
470,3
471,3
472,3
473,1
474,3
475,4
476,3
477,4
478,4
479,3
480,1
481,4
482,3
483,4
484,1
485,1
486,1
487,4
488,4
489,3
490,3
491,3
492,0
493,4
494,4
495,3
496,3
497,4
498,0
499,4
500,3
501,3
502,1
503,3
504,4
505,5
506,3
507,3
508,3
509,3
510,3
511,1
512,3
513,3
514,3
515,3
516,3
517,3
518,3
519,3
520,3
521,3
522,3
523,3
524,3
525,0
526,5
527,5
528,0
529,1
530,0
531,5
532,0
533,4
534,4
535,0
536,5
537,2
538,5
539,4
540,2
541,5
542,0
543,0
544,2
545,1
546,0
547,0
548,5
549,5
550,0
551,5
552,5
553,5
554,1
555,5
556,5
557,5
558,1
559,5
560,5
561,5
562,5
563,2
564,5
565,5
566,5
567,5
568,2
569,2
570,5
571,5
572,0
573,0
574,5
575,5
576,5
577,4
578,1
579,4
580,4
581,4
582,4
583,4
584,4
585,4
586,4
587,4
588,4
589,4
590,4
591,4
592,1
593,4
594,4
595,4
596,4
597,2
598,2
599,2
600,3
601,3
602,3
603,3
604,4
605,5
606,3
607,1
608,0
609,1
610,3
611,1
612,3
613,3
614,4
615,5
616,4
617,0
618,5
619,5
620,0
621,4
622,0
623,3
624,0
625,0
626,5
627,5
628,0
629,0
630,5
631,0
632,5
633,0
634,5
635,3
636,5
637,4
638,5
639,5
640,0
641,4
642,5
643,4
644,5
645,1
646,5
647,0
648,5
649,4
650,1
651,5
652,0
653,5
654,5
655,0
656,0
657,4
658,4
659,5
660,5
661,1
662,5
663,5
664,5
665,5
666,0
667,1
668,4
669,1
670,1
671,4
672,1
673,1
674,1
675,1
676,4
677,5
678,2
679,5
680,5
681,5
682,5
683,2
684,1
685,5
686,5
687,5
688,5
689,5
690,5
691,5
692,5
693,5
694,1
695,1
696,5
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,4
705,4
706,1
707,1
708,1
709,3
710,1
711,1
712,1
713,1
714,1
715,3
716,3
717,4
718,1
719,4
720,3
721,3
722,4
723,4
724,4
725,3
726,3
727,3
728,3
729,4
730,4
731,1
